avg_travel_time,hour,minute,weekday,timemap,pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min,SSD,is_workday
197.75,14,0,3,43,1012,91.0,3.6,24.4,72.0,0.0,153.25,70.35120876116504,1
197.5,10,40,3,33,1014,64.0,3.2,23.0,69.0,0.0,136.83,68.62480109090909,3
196.09,6,0,2,19,1009,126.0,1.5,26.5,64.0,0.0,136.83,79.9905587027027,3
195.92,14,20,2,44,1014,320.0,2.4,21.3,91.0,0.5,122.77,70.49993400675106,1
195.83,16,0,2,49,1007,51.0,3.4,22.6,95.0,1.8,122.77,70.31583314285714,1
195.56,19,20,0,59,1014,333.0,2.5,14.1,80.0,0.0,423.01,55.18706397411003,2
195.3,23,40,5,72,1015,354.0,3.3,16.5,64.0,0.0,423.01,55.65855635087719,2
194.92,18,20,6,56,1015,4.0,1.3,15.4,67.0,0.0,423.01,60.30286998918918,2
194.71,12,20,5,38,1014,344.0,0.9,20.0,97.0,0.0,148.88,73.41596,2
193.96,19,0,4,58,1015,202.0,1.1,18.4,89.0,0.0,149.91,68.79453140451128,1
193.03,10,0,5,31,1014,333.0,2.2,20.3,96.0,0.0,129.23,69.73786458947369,2
191.62,16,40,3,51,1014,87.0,1.8,21.5,76.0,0.0,115.96,71.0927354893617,3
191.33,18,20,4,56,1009,317.0,1.8,21.4,88.0,0.0,158.22,72.27281865762713,1
191.17,15,0,4,46,1009,334.0,1.4,21.7,89.0,0.0,123.41,74.2511147141631,1
189.74,14,40,5,45,1008,60.0,2.5,24.4,78.0,0.0,175.53,74.62167916116505,2
188.24,19,0,4,58,1009,317.0,1.8,21.4,88.0,0.0,139.44,72.27281865762713,1
187.96,16,20,5,50,1014,64.0,0.0,19.8,97.0,0.0,131.17,75.90132661587302,2
185.8,17,20,6,53,1008,53.0,1.4,24.4,85.0,0.0,118.33,79.01722796116505,2
184.39,8,20,1,26,1004,96.0,3.6,31.1,63.0,0.0,134.93,81.78337059856115,1
184.11,8,20,2,26,1016,100.0,3.1,22.1,59.0,0.0,117.33,66.08876998951965,1
183.8,13,40,6,42,1008,83.0,2.9,25.2,76.0,0.0,123.16,74.61796085656566,2
183.67,19,0,6,58,1014,344.0,2.0,21.3,83.0,0.0,123.16,70.86947960675106,2
183.33,17,40,6,54,1015,7.0,2.1,21.9,80.0,0.0,153.68,71.35673856277057,2
182.39,19,20,0,59,1008,347.0,1.3,20.8,80.0,0.0,158.48,71.81136608264462,3
182.0,14,40,3,45,1015,85.0,1.5,22.2,74.0,0.0,174.17,73.1488842385965,3
181.96,0,40,0,3,1008,307.0,1.3,24.1,83.0,0.0,174.17,78.507524369378,1
179.67,8,20,1,26,1012,7.0,4.6,26.9,43.0,0.0,147.74,68.00156924419889,1
179.24,18,0,5,55,1008,334.0,0.8,23.5,95.0,0.0,104.69,80.4108611627907,3
178.95,14,40,0,45,1010,302.0,2.3,20.8,92.0,1.1,141.98,69.95523168264461,1
178.87,19,0,4,58,1009,319.0,0.9,20.9,96.0,0.0,113.81,75.08030548713694,1
178.25,11,20,3,35,1015,46.0,2.3,21.3,61.0,0.0,97.66,67.40573000675106,1
177.5,11,0,2,34,1016,39.0,3.7,21.2,57.0,0.0,88.65,62.287488887394964,1
177.36,17,40,0,54,1015,222.0,0.9,18.9,92.0,0.0,130.78,70.72085709118774,1
176.43,8,20,0,26,1005,37.0,4.1,30.3,56.0,0.0,155.16,77.64363054149659,1
175.53,14,20,5,44,1008,60.0,2.5,24.4,78.0,0.0,160.01,74.62167916116505,2
174.79,17,40,5,54,1015,15.0,5.5,18.6,60.0,0.0,105.0,52.08722424242424,2
174.17,14,20,3,44,1015,85.0,1.5,22.2,74.0,0.0,132.2,73.1488842385965,3
173.94,15,40,4,48,1009,334.0,1.4,21.7,89.0,0.0,144.77,74.2511147141631,1
173.09,15,40,1,48,1014,326.0,2.2,20.5,65.0,0.0,134.84,66.69410224489796,1
172.85,16,20,6,50,1015,7.0,2.1,21.9,80.0,0.0,133.51,71.35673856277057,2
172.58,15,20,2,47,1007,51.0,3.4,22.6,95.0,1.8,126.7,70.31583314285714,1
172.53,20,20,0,62,1014,341.0,1.5,19.1,92.0,0.0,126.7,69.19157370193051,1
172.47,20,40,6,63,1014,344.0,2.0,21.3,83.0,0.0,112.66,70.86947960675106,2
171.97,7,0,3,22,1006,355.0,6.9,21.0,95.0,0.1,156.13,55.96472666666668,1
171.22,18,40,1,57,1007,335.0,2.0,20.3,90.0,0.0,92.19,69.71683978947371,3
171.17,18,40,0,57,1011,333.0,2.4,20.2,75.0,0.0,236.77,66.5949015483871,1
170.22,23,0,0,70,1006,87.0,1.5,24.9,90.0,0.0,121.93,80.30185816915423,1
170.18,6,40,2,21,1003,92.0,7.5,26.2,94.0,5.5,121.93,64.17827816170212,1
169.59,17,0,5,52,1014,110.0,0.0,19.8,97.0,0.0,236.97,75.90132661587302,2
169.5,6,0,1,19,1012,7.0,4.6,26.9,43.0,0.0,236.97,68.00156924419889,1
169.23,17,0,1,52,1016,45.0,2.8,20.3,66.0,0.0,118.23,64.51274058947368,1
169.22,9,20,1,29,1005,104.0,4.2,28.7,72.0,0.0,215.11,76.60270441226993,1
168.5,6,20,4,20,1006,164.0,1.0,24.7,80.0,0.0,116.04,80.24837808866995,1
168.23,4,20,1,14,1014,354.0,2.6,23.9,58.0,0.0,130.35,70.87979294407583,1
167.51,16,0,1,49,1014,326.0,2.2,20.5,65.0,0.0,173.09,66.69410224489796,1
167.46,5,20,4,17,1011,331.0,1.8,20.2,92.0,0.3,36.98,70.3816239483871,3
166.91,7,0,3,22,1011,117.0,2.3,28.7,54.0,0.0,119.77,80.14986681226993,1
166.41,14,20,1,44,1014,25.0,1.7,22.1,53.0,0.0,146.81,69.86847638951966,1
166.3,15,40,5,48,1014,25.0,0.0,19.8,97.0,0.0,99.66,75.90132661587302,2
165.81,16,20,2,50,1007,51.0,3.4,22.6,95.0,1.8,195.83,70.31583314285714,1
165.4,9,40,0,30,1006,81.0,2.6,28.9,66.0,0.0,161.01,81.25629581614908,1
165.34,12,20,3,38,1008,10.0,3.1,20.3,97.0,1.5,161.01,66.96803538947367,1
164.12,8,40,1,27,1012,7.0,4.6,26.9,43.0,0.0,179.67,68.00156924419889,1
164.11,23,20,5,71,1013,216.0,3.2,19.6,97.0,0.0,179.67,65.26675822362205,2
163.24,18,0,0,55,1014,333.0,2.5,14.1,80.0,0.0,109.49,55.18706397411003,2
163.23,14,20,5,44,1014,41.0,4.6,20.2,66.0,0.0,106.97,58.5666367483871,2
163.13,6,40,4,21,1016,359.0,1.9,18.5,84.0,0.0,119.93,65.91059003773586,1
162.77,19,40,1,60,1014,327.0,1.4,19.4,74.0,0.0,136.8,68.1735901,1
162.61,20,40,4,63,1015,202.0,1.1,18.4,89.0,0.0,133.56,68.79453140451128,1
162.61,20,20,3,62,1012,33.0,1.1,21.9,84.0,0.0,84.04,75.02069216277057,1
162.07,17,40,0,54,1011,18.0,2.6,21.4,80.0,0.0,66.64,68.79945545762712,1
162.06,13,20,3,41,1012,91.0,3.6,24.4,72.0,0.0,66.64,70.35120876116504,1
161.91,10,0,0,31,1014,109.0,1.1,20.9,79.0,0.0,122.42,72.53031468713692,1
161.73,17,40,6,54,1016,57.0,4.4,17.1,60.0,0.0,22.82,52.853749820788536,2
160.6,19,20,6,59,1014,344.0,2.0,21.3,83.0,0.0,183.67,70.86947960675106,2
160.44,22,0,5,67,1008,324.0,1.1,21.2,93.0,0.0,118.89,74.69144408739496,2
160.01,14,0,5,43,1008,60.0,2.5,24.4,78.0,0.0,99.75,74.62167916116505,2
159.46,6,20,5,20,1007,54.0,3.8,29.6,55.0,0.0,141.2,77.15702784415585,2
159.27,12,20,1,38,1014,25.0,1.7,22.1,53.0,0.0,126.06,69.86847638951966,1
158.71,19,20,3,59,1006,354.0,1.8,19.6,97.0,0.2,126.06,69.74675822362205,1
158.7,9,40,2,30,1013,348.0,1.5,24.9,67.0,0.0,95.51,77.38324096915423,1
158.48,19,0,0,58,1008,347.0,1.3,20.8,80.0,0.0,93.62,71.81136608264462,3
158.22,18,0,4,55,1009,317.0,1.8,21.4,88.0,0.0,138.64,72.27281865762713,1
158.17,6,40,5,21,1007,54.0,3.8,29.6,55.0,0.0,159.46,77.15702784415585,2
158.15,14,20,4,44,1010,80.0,2.5,24.3,77.0,0.0,111.79,74.30557092367151,1
158.12,21,0,0,64,1006,87.0,1.5,24.9,90.0,0.0,108.41,80.30185816915423,1
157.97,8,0,6,25,1014,54.0,3.5,21.7,49.0,0.0,75.47,62.92066671416309,2
157.85,6,40,6,21,1012,301.0,1.8,26.8,67.0,0.0,75.47,79.99331931428571,2
157.46,9,20,1,29,1005,327.0,1.5,23.9,75.0,0.0,113.54,76.49521974407584,3
157.29,9,0,0,28,1014,333.0,2.5,14.1,80.0,0.0,100.68,55.18706397411003,2
157.03,6,20,6,20,1006,85.0,2.9,29.9,58.0,0.0,210.05,81.02897435231787,2
156.81,18,0,3,55,1016,352.0,1.5,19.1,75.0,0.0,117.95,67.3928445019305,1
156.42,10,0,4,31,1006,16.0,3.5,24.1,81.0,0.0,117.02,71.219549169378,1
156.42,15,0,6,46,1015,7.0,2.1,21.9,80.0,0.0,140.84,71.35673856277057,2
156.14,19,40,4,60,1009,319.0,0.9,20.9,96.0,0.0,126.45,75.08030548713694,1
156.13,6,40,3,21,1006,355.0,6.9,21.0,95.0,0.1,126.45,55.96472666666668,1
156.05,19,0,2,58,1006,38.0,5.5,22.0,94.0,1.2,157.13,62.29718539130435,1
155.79,21,0,6,64,1014,35.0,3.0,20.4,81.0,0.0,172.47,65.71687768455284,2
155.65,8,20,5,26,1007,54.0,3.8,29.6,55.0,0.0,129.64,77.15702784415585,2
155.63,21,0,5,64,1008,324.0,1.1,21.2,93.0,0.0,97.46,74.69144408739496,2
155.29,17,0,4,52,1016,354.0,1.8,18.2,87.0,0.0,124.34,65.96112502686569,1
155.16,8,0,0,25,1005,37.0,4.1,30.3,56.0,0.0,86.03,77.64363054149659,1
155.03,8,40,4,27,1008,90.0,2.5,29.5,53.0,0.0,110.46,80.84435567741937,1
154.39,21,20,4,65,1009,284.0,0.7,21.0,96.0,0.0,149.78,75.91744266666667,1
154.25,16,0,4,49,1009,334.0,1.4,21.7,89.0,0.0,173.94,74.2511147141631,1
154.15,19,20,4,59,1015,202.0,1.1,18.4,89.0,0.0,193.96,68.79453140451128,1
153.68,17,20,6,53,1015,7.0,2.1,21.9,80.0,0.0,97.03,71.35673856277057,2
153.47,6,40,6,21,1006,85.0,2.9,29.9,58.0,0.0,157.03,81.02897435231787,2
153.38,10,40,2,33,1013,348.0,1.5,24.9,67.0,0.0,313.19,77.38324096915423,1
153.25,13,40,3,42,1012,91.0,3.6,24.4,72.0,0.0,162.06,70.35120876116504,1
152.95,14,20,0,44,1007,96.0,3.5,26.4,78.0,0.0,112.94,75.25643193118279,1
152.54,10,40,3,33,1006,356.0,4.0,20.6,96.0,1.4,118.22,64.5690044852459,1
152.54,17,40,4,54,1009,334.0,1.4,21.7,89.0,0.0,256.62,74.2511147141631,1
152.44,13,0,4,40,1008,351.0,2.3,22.5,83.0,0.0,131.63,72.22068777777778,1
152.38,7,0,2,22,1003,92.0,7.5,26.2,94.0,5.5,170.18,64.17827816170212,1
152.35,11,0,5,34,1014,333.0,2.2,20.3,96.0,0.0,249.97,69.73786458947369,2
152.2,10,20,0,32,1014,333.0,2.5,14.1,80.0,0.0,97.8,55.18706397411003,2
152.0,21,40,5,66,1013,216.0,3.2,19.6,97.0,0.0,106.14,65.26675822362205,2
151.75,21,40,6,66,1014,333.0,2.5,14.1,80.0,0.0,95.79,55.18706397411003,2
151.7,11,40,2,36,1013,348.0,1.5,24.9,67.0,0.0,115.48,77.38324096915423,1
151.44,13,0,3,40,1017,24.0,2.2,20.3,69.0,0.0,102.44,66.76325298947367,1
151.36,18,20,5,56,1015,340.0,2.4,16.4,73.0,0.0,102.44,59.217620654545456,2
151.21,15,0,0,46,1015,222.0,0.9,18.9,92.0,0.0,120.55,70.72085709118774,1
151.17,15,0,3,46,1014,87.0,1.8,21.5,76.0,0.0,182.0,71.0927354893617,3
150.95,17,40,5,54,1008,73.0,1.5,23.7,82.0,0.0,110.33,76.97265903849765,2
150.79,8,0,5,25,1014,334.0,1.5,20.3,96.0,0.1,86.36,71.97786458947371,2
150.63,15,40,0,48,1011,18.0,2.6,21.4,80.0,0.0,117.98,68.79945545762712,1
150.45,21,40,4,66,1009,284.0,0.7,21.0,96.0,0.0,154.39,75.91744266666667,1
150.44,21,20,0,65,1012,319.0,2.7,19.1,75.0,0.0,121.12,63.5528445019305,1
150.41,5,20,6,17,1009,102.0,2.4,28.5,65.0,0.0,82.45,81.00080878787877,2
150.3,21,20,3,65,1016,352.0,2.5,18.0,89.0,0.3,132.61,63.537913481481475,1
150.13,16,20,0,50,1014,333.0,2.5,14.1,80.0,0.0,139.75,55.18706397411003,2
150.0,22,0,5,67,1013,216.0,3.2,19.6,97.0,0.0,152.0,65.26675822362205,2
149.91,20,20,4,62,1009,319.0,0.9,20.9,96.0,0.0,136.2,75.08030548713694,1
149.91,18,40,4,57,1015,202.0,1.1,18.4,89.0,0.0,215.4,68.79453140451128,1
149.86,10,40,2,33,1009,52.0,2.8,26.5,64.0,0.0,122.08,75.8305587027027,3
149.78,21,0,4,64,1009,284.0,0.7,21.0,96.0,0.0,145.42,75.91744266666667,1
149.77,14,0,4,43,1009,319.0,1.8,20.7,98.0,0.6,131.25,72.02933702386831,3
149.6,16,40,3,51,1008,342.0,2.6,19.9,97.0,0.3,116.03,67.7786350868526,1
149.55,14,0,6,43,1014,353.0,4.3,22.7,77.0,0.0,132.12,65.4928120412556,2
149.32,11,20,6,35,1012,10.0,4.1,24.9,74.0,0.0,131.94,69.95151576915423,2
149.09,13,0,4,40,1016,1.0,1.4,18.3,83.0,0.0,133.13,67.0229637857678,1
148.88,12,0,5,37,1014,344.0,0.9,20.0,97.0,0.0,126.93,73.41596,2
148.84,12,40,3,39,1012,91.0,3.6,24.4,72.0,0.0,134.46,70.35120876116504,1
148.41,22,0,1,67,1017,4.0,1.9,19.2,74.0,0.0,115.78,66.19587276899225,1
148.34,13,20,1,41,1014,25.0,1.7,22.1,53.0,0.0,114.12,69.86847638951966,1
148.25,11,0,0,34,1014,109.0,1.1,20.9,79.0,0.0,117.85,72.53031468713692,1
148.25,10,20,6,32,1014,28.0,5.6,20.4,55.0,0.0,127.09,54.52298328455285,2
148.12,19,0,1,58,1014,327.0,1.4,19.4,74.0,0.0,127.09,68.1735901,1
148.01,11,0,2,34,1009,52.0,2.8,26.5,64.0,0.0,149.86,75.8305587027027,3
148.0,20,40,2,63,1006,38.0,5.5,22.0,94.0,1.2,128.57,62.29718539130435,1
147.98,12,40,6,39,1014,353.0,4.3,22.7,77.0,0.0,143.35,65.4928120412556,2
147.95,16,0,6,49,1008,53.0,1.4,24.4,85.0,0.0,226.28,79.01722796116505,2
147.87,19,0,1,58,1007,335.0,2.0,20.3,90.0,0.0,171.22,69.71683978947371,3
147.74,8,0,1,25,1012,7.0,4.6,26.9,43.0,0.0,171.22,68.00156924419889,1
147.68,17,0,3,52,1017,41.0,1.8,19.8,71.0,0.0,93.67,67.32415381587302,1
147.48,17,40,6,54,1006,358.0,2.3,23.2,93.0,0.0,97.77,74.77753187522936,3
147.38,17,0,6,52,1006,358.0,2.3,23.2,93.0,0.0,121.36,74.77753187522936,3
147.32,7,0,5,22,1010,17.0,3.6,22.1,72.0,0.0,126.04,66.00607278951965,2
147.23,14,20,0,44,1014,17.0,0.7,19.6,87.0,0.0,99.41,72.19050222362205,1
147.09,22,20,5,68,1007,172.0,2.0,23.7,95.0,0.0,103.02,76.96559063849764,3
146.84,13,40,4,42,1010,80.0,2.5,24.3,77.0,0.0,137.64,74.30557092367151,1
146.82,6,20,4,20,1008,90.0,2.5,29.5,53.0,0.0,137.64,80.84435567741937,1
146.81,14,0,1,43,1014,25.0,1.7,22.1,53.0,0.0,141.42,69.86847638951966,1
146.4,9,40,3,30,1015,46.0,2.3,21.3,61.0,0.0,109.39,67.40573000675106,1
146.31,5,40,4,18,1011,222.0,1.7,26.4,68.0,0.0,109.39,79.6929279311828,1
146.15,8,20,0,26,1007,12.0,6.2,26.8,56.0,0.0,123.73,64.44146651428571,1
146.13,17,0,2,52,1017,326.0,1.6,19.3,78.0,0.0,100.07,67.77086297587549,1
146.12,6,0,0,19,1014,333.0,2.5,14.1,80.0,0.0,100.07,55.18706397411003,2
145.89,14,0,4,43,1008,351.0,2.3,22.5,83.0,0.0,132.97,72.22068777777778,1
145.63,10,20,0,32,1008,351.0,5.3,23.8,72.0,0.1,114.69,63.77636914716982,1
145.6,8,20,6,26,1014,54.0,3.5,21.7,49.0,0.0,157.97,62.92066671416309,2
145.42,20,40,4,63,1009,319.0,0.9,20.9,96.0,0.0,149.91,75.08030548713694,1
145.14,12,40,3,39,1008,10.0,3.1,20.3,97.0,1.5,165.34,66.96803538947367,1
145.05,13,20,2,41,1014,320.0,2.4,21.3,91.0,0.5,97.73,70.49993400675106,1
145.0,14,40,1,45,1014,25.0,1.7,22.1,53.0,0.0,166.41,69.86847638951966,1
144.94,7,0,6,22,1006,85.0,2.9,29.9,58.0,0.0,153.47,81.02897435231787,2
144.87,20,20,6,62,1007,11.0,0.9,22.8,87.0,0.0,127.82,77.75602718558558,2
144.77,15,20,4,47,1009,334.0,1.4,21.7,89.0,0.0,191.17,74.2511147141631,1
144.7,21,20,6,65,1007,358.0,0.5,21.8,93.0,0.0,114.98,77.78836322758622,2
144.31,14,40,0,45,1007,96.0,3.5,26.4,78.0,0.0,152.95,75.25643193118279,1
144.22,6,40,0,21,1005,37.0,4.1,30.3,56.0,0.0,117.72,77.64363054149659,1
144.19,6,40,3,21,1013,59.0,1.5,23.9,82.0,0.8,104.18,77.35804254407584,3
143.77,13,0,6,40,1014,353.0,4.3,22.7,77.0,0.0,147.98,65.4928120412556,2
143.76,14,20,4,44,1008,351.0,2.3,22.5,83.0,0.0,145.89,72.22068777777778,1
143.76,15,40,2,48,1017,326.0,1.6,19.3,78.0,0.0,96.16,67.77086297587549,1
143.6,13,20,2,41,1012,59.0,2.0,25.4,72.0,0.0,100.06,77.36503810612246,3
143.49,9,0,0,28,1006,44.0,3.6,24.2,79.0,0.0,111.27,70.8432728,3
143.46,9,40,5,30,1006,78.0,5.2,27.8,64.0,0.0,101.7,70.58597715348839,2
143.44,16,20,5,50,1009,322.0,2.2,24.1,94.0,0.0,104.71,76.99138796937801,3
143.37,16,0,6,49,1006,358.0,2.3,23.2,93.0,0.0,107.38,74.77753187522936,3
143.35,12,20,6,38,1014,353.0,4.3,22.7,77.0,0.0,134.29,65.4928120412556,2
143.21,11,0,6,34,1007,57.0,2.8,28.9,57.0,0.0,125.52,79.34333221614908,2
143.09,12,20,6,38,1016,52.0,6.0,18.8,58.0,0.0,96.96,50.64514960610686,2
142.95,18,20,4,56,1009,319.0,0.9,20.9,96.0,0.0,132.0,75.08030548713694,1
142.78,17,40,4,54,1009,353.0,2.5,20.9,98.0,2.5,90.77,70.18501028713693,3
142.64,18,20,3,56,1013,4.0,1.5,20.9,80.0,0.0,102.66,71.36266708713694,3
142.57,15,40,1,48,1005,70.0,3.1,27.1,87.0,0.0,129.21,79.09623818324023,1
142.56,16,40,6,51,1016,57.0,4.4,17.1,60.0,0.0,123.13,52.853749820788536,2
142.55,14,20,2,44,1017,360.0,1.4,20.4,63.0,0.0,113.41,68.84725848455285,1
142.44,6,40,3,21,1015,48.0,2.3,21.6,63.0,0.0,138.09,68.18904835555556,1
142.26,16,0,1,49,1005,70.0,3.1,27.1,87.0,0.0,142.57,79.09623818324023,1
142.19,18,40,0,57,1014,341.0,1.5,19.1,92.0,0.0,98.47,69.19157370193051,1
142.18,6,40,0,21,1014,333.0,2.5,14.1,80.0,0.0,124.05,55.18706397411003,2
141.98,14,20,0,44,1010,302.0,2.3,20.8,92.0,1.1,128.83,69.95523168264461,1
141.98,19,40,4,60,1008,342.0,4.1,20.4,97.0,2.0,125.92,63.96542808455286,3
141.94,8,20,3,26,1006,355.0,6.9,21.0,95.0,0.1,119.83,55.96472666666668,1
141.87,15,40,0,48,1007,315.0,0.8,25.4,86.0,0.0,138.4,83.00703970612247,1
141.8,13,20,4,41,1008,351.0,2.3,22.5,83.0,0.0,152.44,72.22068777777778,1
141.77,22,20,4,68,1009,284.0,0.7,21.0,96.0,0.0,124.05,75.91744266666667,1
141.59,16,20,1,50,1007,310.0,1.5,22.6,80.0,0.0,124.05,74.61782914285716,3
141.53,10,40,1,33,1005,327.0,1.5,23.9,75.0,0.0,135.62,76.49521974407584,3
141.52,7,0,5,22,1008,222.0,1.4,27.3,75.0,0.0,102.78,83.30020527683615,3
141.48,17,0,6,52,1016,57.0,4.4,17.1,60.0,0.0,142.56,52.853749820788536,2
141.42,13,40,1,42,1014,25.0,1.7,22.1,53.0,0.0,148.34,69.86847638951966,1
141.22,22,20,2,68,1013,320.0,1.6,19.5,96.0,0.0,158.02,70.08223592156861,1
141.2,6,0,5,19,1007,54.0,3.8,29.6,55.0,0.0,125.66,77.15702784415585,2
141.14,14,40,2,45,1012,59.0,2.0,25.4,72.0,0.0,116.83,77.36503810612246,3
141.06,15,20,0,47,1014,333.0,2.5,14.1,80.0,0.0,129.35,55.18706397411003,2
141.04,18,40,2,57,1013,341.0,1.7,20.2,94.0,0.0,129.35,70.92123834838709,1
140.96,2,0,2,7,1010,32.0,0.9,22.7,80.0,0.0,135.93,76.7295036412556,3
140.94,12,0,1,37,1015,105.0,3.5,21.6,70.0,0.0,102.81,65.15333155555557,1
140.9,20,20,2,62,1013,341.0,1.7,20.2,94.0,0.0,148.43,70.92123834838709,1
140.89,19,0,0,58,1006,46.0,1.3,24.7,92.0,0.0,128.91,80.80240848866997,1
140.86,17,40,2,54,1014,310.0,1.0,20.8,93.0,0.0,128.91,74.22722048264463,1
140.84,14,40,6,45,1014,353.0,4.3,22.7,77.0,0.0,91.03,65.4928120412556,2
140.81,18,20,3,56,1016,352.0,1.5,19.1,75.0,0.0,156.81,67.3928445019305,1
